place_name,description,formatted_address,rating,user_ratings_total,types,geometry_lat,geometry_lng,google_map_url
からおけ喫茶 さかきやmama,"✨魅力ポイント✨  
・高音質な音響設備とステージ気分を楽しめるミラーボール＆照明演出  
・明るく元気な「さかきやmama」がマンツーマンで丁寧に歌の指導  
・店内禁煙＆清潔感あふれる白を基調とした快適空間  
・ドリンクメニューは美と健康にこだわりあり  

🎤こんな人におすすめ🎤  
・カラオケが大好きな方  
・歌がもっと上手くなりたい方  
・ステージ気分を味わいたい方  

磐田市で歌を楽しむなら「からおけ喫茶 さかきやmama」へ！初心者からベテランまで、歌好きが集まるアットホームな空間です♪",日本、〒438-0084 静岡県磐田市城之崎１丁目１−６,4.9,27.0,"cafe, meal_takeaway, restaurant, food, point_of_interest, establishment",34.7181421,137.8663435,https://www.google.com/maps/place/?q=place_id:ChIJVVU0jLTlGmAR0tVzvSgHFGk
天竜そば みかわ庵 今之浦店,"魅力ポイント✨  
・上品で落ち着いた雰囲気  
・ボリューム満点＆多彩なメニュー（肉そば、海鮮丼、天ぷら御膳など）  
・すき焼き風に楽しめるつけ蕎麦が絶品  

こんな人におすすめ：  
・本格的なお蕎麦を味わいたい  
・観光ついでにランチやディナーで満足したい  

天竜そば みかわ庵 今之浦店は、地元の人にも観光客にも愛されるお蕎麦屋さん。コシのある蕎麦に多彩なセットメニュー、そして丁寧な接客が魅力です。静岡観光の途中にぜひ立ち寄ってみてください！",日本、〒438-0071 静岡県磐田市今之浦４丁目１９−５,4.0,557.0,"restaurant, food, point_of_interest, establishment",34.72420779999999,137.8585162,https://www.google.com/maps/place/?q=place_id:ChIJVVVlPDfkGmARehAooXgQszc
家田,"【家田 - 磐田市の隠れ家ケーキ店】

魅力ポイント✨  
・素材の味を活かした絶品ケーキ（特にモンブランは大人気！）  
・季節限定のかぼちゃチーズケーキやフルーツタルトも見逃せない！  
・自家製シロップのかき氷は爽やかな味わいで夏にぴったり  

こんな人におすすめ：  
・美味しいスイーツで癒されたい方  
・落ち着いた雰囲気でゆっくり過ごしたい方  
・子供連れでも安心して楽しみたい方  

ケーキやかき氷は種類豊富で、サイズも選べるので自分好みを見つけやすい！予約ができるので、売り切れを避けたい方は事前の予約がおすすめです。PayPay対応も便利で地元の人にも観光客にも愛されるお店です。",日本、〒438-0088 静岡県磐田市富士見台１８−１,4.2,192.0,"food, point_of_interest, store, establishment",34.7282308,137.8695079,https://www.google.com/maps/place/?q=place_id:ChIJVyY-Ak_kGmAR6RsCxF93HQw
扇月,"魅力ポイント✨  
・素材の良さが際立つ手作り和菓子  
・厚みのあるお餅×上品な甘さのあんこが絶品の「豆大福」  
・季節限定商品や新作も楽しめる  

こんな人におすすめ：  
・和菓子が好きな方  
・磐田で美味しいお土産を探している方  
・職人技が光る丁寧な味わいを楽しみたい方  

静岡県磐田市の「扇月」は、地元で愛される和菓子専門店。特に人気の豆大福は、弾力のあるお餅と香ばしい豆、口どけの良い甘さ控えめのあんこが絶妙なハーモニー！季節限定の新商品やインスタでの情報発信もあり、訪れるたびに新しい美味しさに出会えます。リニューアル後のみたらし団子もおすすめ！",日本、〒438-0078 静岡県磐田市中泉３丁目５−１８,4.6,25.0,"food, point_of_interest, store, establishment",34.7139137,137.852529,https://www.google.com/maps/place/?q=place_id:ChIJW7kEqtLlGmAREJqUo8Bo_Ho
Italian Dining Re:HaLe,"🌟**Italian Dining Re:HaLe（リハレ）**🌟

魅力ポイント✨  
・シェフが厳選した遠州産の新鮮食材を使用した絶品イタリアン  
・彩り豊かな前菜盛り合わせや、もちもち食感のパスタが大好評  
・特に「森の姫牛」や季節のデザートはここでしか味わえない逸品！  
・丁寧な説明と心温まるサービスで、特別な時間を演出  

こんな人におすすめ：  
・地元食材にこだわった美味しい料理を楽しみたい  
・記念日や特別な日にぴったりの雰囲気を求めている  

⏳予約がおすすめ！ゆったりとした時間を過ごしたい方にぜひ。",日本、〒438-0086 静岡県磐田市見付１７２９−５,4.5,69.0,"restaurant, point_of_interest, food, establishment",34.7473293,137.8627093,https://www.google.com/maps/place/?q=place_id:ChIJWf8rRfnlGmARZWsyfLutqSI
見付天神 矢奈比賣神社,"魅力ポイント✨  
・霊犬しっぺい太郎伝説が楽しめるユニークな神社  
・赤い大鳥居や御神木などの見どころが満載  
・「しっぺいみくじ」や御朱印が充実  

こんな人におすすめ：  
・ゆるキャン△の聖地巡りをしたい  
・犬好きで個性ある神社を訪れたい  
・歴史や自然をじっくり楽しみたい  

お出かけ情報：  
・土日限定の売店ではお餅やビールが楽しめる  
・近くには休憩所やカフェもあり便利  

小高い山の上に立つ静岡県磐田市の見付天神 矢奈比賣神社は、霊犬伝説や魅力的な景観で観光客に人気のスポットです！",日本、〒438-0086 静岡県磐田市見付１１１４−２,4.3,1151.0,"tourist_attraction, place_of_worship, point_of_interest, establishment",34.7298844,137.8640677,https://www.google.com/maps/place/?q=place_id:ChIJX9OnpEfkGmARliHv3SG-8bc
キャナリィ・ロウ 磐田店,"### キャナリィ・ロウ 磐田店の魅力✨  
・パスタやピザに、前菜バイキング＋ケーキバイキング＋フリードリンクがついた贅沢セット！  
・ケーキは専門店レベルで、どれを食べてもハズレなし。季節限定メニューも要チェック！  
・サラダバーやフルーツにもひと手間かけられた高クオリティが魅力。  

### こんな人におすすめ😊  
・デザート好きな方  
・おしゃれなランチやディナーを楽しみたいカップルや家族、友達同士  

### 留意点📌  
・混雑しやすいので予約がおすすめ！",日本、〒438-0088 静岡県磐田市富士見台１３−１,4.2,410.0,"restaurant, food, point_of_interest, establishment",34.7264868,137.8700546,https://www.google.com/maps/place/?q=place_id:ChIJXTcbfU7kGmARIC3vsihoZs4
キングこっぺ,"魅力ポイント✨  
・朝6時半オープン！早朝から楽しめるボリューム満点のコッペパン専門店  
・人気No.1「ツナ＆ポテト」をはじめ、惣菜系からデザート系まで多彩なラインナップ  
・ふわふわ食感の黒・白・赤の3種類のパンが選べる！  

こんな人におすすめ：  
・大満足のボリュームを楽しみたい方  
・早起きして地元の絶品パンを味わいたい方  

留意点：  
・売り切れ必至！開店直後か事前予約がおすすめ",日本、〒438-0078 静岡県磐田市中泉３０９−１１ 309番地11,4.4,16.0,"bakery, store, food, point_of_interest, establishment",34.7135662,137.8503577,https://www.google.com/maps/place/?q=place_id:ChIJY1tm0C7lGmARVx4AcYA6wG0
みつけ屋,"✨魅力ポイント✨  
・昭和レトロな雰囲気が楽しめる大判焼き専門店  
・こだわりの皮とたっぷりのあんやクリームが絶品！  
・変わり種の大判焼きもあり、選ぶ楽しさが広がる  

🍴こんな人におすすめ：  
・ほっとする甘さや懐かしい味を楽しみたい方  
・磐田観光やラグビー観戦のついでに立ち寄りたい方  

📍おすすめポイント：  
みつけ屋は地元で愛される昭和レトロなお店。リーズナブルな価格と豊富な種類の大判焼きが魅力で、特にクリームの濃厚さやあんこのみずみずしさに感動間違いなし！観光の合間に、昔懐かしい甘さを堪能してみませんか？",日本、〒438-0086 静岡県磐田市見付２５８３−１,4.1,48.0,"store, food, point_of_interest, establishment",34.7269684,137.8569541,https://www.google.com/maps/place/?q=place_id:ChIJY7nILzrkGmARes5pA7GvYlk
KOTOBUKI米粉菓子店 HALLY'S,"### KOTOBUKI米粉菓子店 HALLY'S  
魅力ポイント✨  
・地元の農家が提供する米粉を使用した焼き菓子が魅力  
・バナナパウンドケーキやカヌレなど、甘さ控えめで大満足の味わい  
・アットホームで気さくなスタッフが迎えてくれる、隠れ家的なお店  

こんな人におすすめ：  
・ヘルシー志向の方やグルテンフリーに興味がある方  
・静岡旅行の途中でちょっとしたお菓子を楽しみたい方  

留意点：  
・営業日が限られているため、公式LINEでの予約がおすすめ！",日本、〒438-0804 静岡県磐田市加茂８２３,4.7,3.0,"store, food, point_of_interest, establishment",34.7334952,137.8264812,https://www.google.com/maps/place/?q=place_id:ChIJY8V2n2XnGmAR-gWQtlD21d4
元町珈琲 磐田見付の離れ,"魅力ポイント✨  
・アンティーク調の落ち着いた店内で、静かに過ごせる雰囲気  
・多彩なドリンクメニュー（ゆず茶やフルーツたっぷりアイスティーなど）  
・モーニングセットやケーキセットが充実  
・ハニートーストやサンドイッチなどの軽食も人気  

こんな人におすすめ：  
・ゆったりとした朝食やカフェタイムを楽しみたい  
・静かで落ち着いた空間が好きな方  
・観光中の息抜きやリフレッシュにぴったり  

留意点：  
・土日は混雑するため、平日や早めの時間がおすすめ",日本、〒438-0086 静岡県磐田市見付住吉１２９９−１,3.9,442.0,"cafe, store, food, point_of_interest, establishment",34.7274701,137.8624243,https://www.google.com/maps/place/?q=place_id:ChIJY_wBBUjkGmARrQHeDEOzHNg
パインフォレストカフェ,"✨魅力ポイント✨  
・ゴルフ場内にありながら本格的で美味しい料理が楽しめる  
・ランチやスイーツが充実したメニュー  
・落ち着いた雰囲気でゆっくり過ごせる  

こんな人におすすめ：  
・美味しい食事を堪能したい方  
・ゴルフの合間に贅沢なひとときを過ごしたい方  
・静岡観光でちょっと特別なカフェタイムを楽しみたい方  

留意点：  
・事前予約がおすすめ！  

静岡県磐田市の「パインフォレストカフェ」は、ゴルフ場内にありながら、その枠を超えた絶品料理が評判の隠れた名スポット。観光の途中で訪れるのも大満足間違いなしです！",日本、〒438-0055 静岡県磐田市鮫島４１１９−１,5.0,1.0,"restaurant, food, point_of_interest, establishment",34.6604815,137.8483642,https://www.google.com/maps/place/?q=place_id:ChIJYeDLfjHvGmAROw7Y-JPkpVo
うさぎ山公園,"✨魅力ポイント✨  
・河津桜と新幹線を一緒に楽しめる絶好の撮影スポット  
・ターザン遊具や長い滑り台など、子供が夢中で遊べる設備が充実  
・夏は虫取りや水生生物観察が楽しめる自然豊かな環境  

こんな人におすすめ：  
・子連れでのんびり遊びたい家族  
・写真好きや自然を満喫したい人  
・昭和のレトロな雰囲気を楽しみたい方  

🚗広い駐車場完備！磐田市屈指の「うさぎ山公園」で、自然と遊び心あふれるひとときを過ごしてみませんか？",日本、〒438-0038 静岡県磐田市鎌田２２６２,3.9,57.0,"park, point_of_interest, establishment",34.7170733,137.8903913,https://www.google.com/maps/place/?q=place_id:ChIJZ28pgzrlGmARFj_Vggq98Pg
磐田市埋蔵文化財センター,"### 魅力ポイント✨  
・磐田市の歴史を感じる古墳時代中心の展示  
・無料で楽しめる土器や石器、埴輪などの出土品展示  
・市内の遺跡をジオラマでリアルに再現  

### こんな人におすすめ：  
・古代の文化や歴史に興味がある人  
・気軽に歴史的な展示を楽しみたい観光客  
・無料で手軽に学べる施設を探している人  

### 留意点：  
・土日祝日は休館なので平日の訪問がおすすめ  
・図書館奥の駐車場を利用すると便利  

磐田市埋蔵文化財センターでは地元の遺跡や発掘品をじっくり楽しめます。気軽に歴史探訪をしてみたい方にぴったりのスポットです！",日本、〒438-0086 静岡県磐田市見付３６７８−１,3.8,18.0,"tourist_attraction, museum, point_of_interest, establishment",34.7302739,137.8516292,https://www.google.com/maps/place/?q=place_id:ChIJZ7tPwyLkGmARdOBXo8Fi9UI
ちどり,"✨魅力ポイント✨  
・落ち着いた和モダンな雰囲気の店内  
・広々とした個室完備で安心感抜群  
・京都で修行した店主が作る絶品和食  
・ランチはお魚・お肉定食やパスタセットなど種類豊富  

こんな人におすすめ：  
・家族でゆっくり過ごしたい方  
・赤ちゃん連れでも安心して利用したい方  
・美味しい和食をじっくり味わいたい方  

磐田市にある「ちどり」は、心温まる店主の気遣いと丁寧な料理が魅力のお店。個室も完備で、赤ちゃん連れや特別な時間を過ごしたい方にぴったり！地元の美味しい食材を使ったランチや夜のお料理はどれも絶品です。駐車場も完備なのでアクセスも便利♪",日本、〒438-0077 静岡県磐田市国府台２０−３,4.3,51.0,"restaurant, point_of_interest, food, establishment",34.7160063,137.8482481,https://www.google.com/maps/place/?q=place_id:ChIJZYHnDSzkGmARCuiWsXLvyLw
ル・ポットフー,"魅力ポイント✨  
・ヨーロッパの田舎を思わせる可愛らしい外観と落ち着いた店内  
・美味しいフランス料理が楽しめる、ちょっと特別なランチ体験  
・一品一品が丁寧に作られたおしゃれな盛り付け  

こんな人におすすめ：  
・特別な日にちょっと贅沢な時間を過ごしたい  
・アンティーク調の雰囲気が好き  
・夫婦や友人とゆっくり食事を楽しみたい  

留意点：  
・予約がおすすめ（特に駐車場に限りがあるため）",日本、〒438-0071 静岡県磐田市今之浦２丁目１６−２０,4.3,33.0,"restaurant, food, point_of_interest, establishment",34.7164619,137.8607276,https://www.google.com/maps/place/?q=place_id:ChIJ_3OgwsrlGmAR1TAfSpRllME
又一庵 総本店,"魅力ポイント✨  
・創業明治4年の老舗和菓子店！伝統のきんつばが絶品  
・ふわとろ食感がたまらない「ふわとろキンツパンケーキ」はインスタ映え必至  
・お土産にもぴったりな「クリーム生大福」や抹茶の葛ねりなど、甘さ控えめで食べやすいスイーツが充実  

こんな人におすすめ：  
・和スイーツが好きな人  
・インスタ映えするスイーツを楽しみたい人  
・磐田市で贅沢なカフェタイムを過ごしたい人  

おすすめポイント：  
スイーツは甘さ控えめで食べやすく、店内の明るい雰囲気と丁寧な接客も魅力！イートインならパンケーキとセットでコーヒーがお得に楽しめますよ！",日本、〒438-0086 静岡県磐田市見付１７６７−４,4.1,401.0,"food, point_of_interest, store, establishment",34.74381,137.858239,https://www.google.com/maps/place/?q=place_id:ChIJ_S5zCBLkGmARDsE7o42W6l0
カフェ ルネッサンス モア,"【カフェ ルネッサンス モア】✨昭和レトロな洋食喫茶で贅沢ランチ＆スイーツ✨

魅力ポイント✨  
・映画に出てきそうなアンティーク調の店内でタイムスリップ気分  
・オムライスやビーフシチュー風ドリアなど、手作り洋食が絶品  
・セットメニューはボリュームたっぷりでコスパ抜群！  
・ケーキも種類豊富で絶品、テイクアウトもOK  

こんな人におすすめ：  
・レトロな雰囲気が好きな人  
・ゆったりした時間を楽しみたい人  
・おしゃれで美味しい洋食やスイーツを楽しみたい人  

静岡県磐田市の穴場カフェで、昭和の懐かしさを感じながら大満足のひとときをどうぞ！",日本、〒438-0077 静岡県磐田市国府台９８−７,4.4,34.0,"cafe, food, point_of_interest, establishment",34.717973,137.8464986,https://www.google.com/maps/place/?q=place_id:ChIJ__-DIinkGmAR_Oo9CF8JmIM
池田の渡し歴史風景館,"### 池田の渡し歴史風景館

魅力ポイント✨  
・天竜川を渡った「池田の渡し」の歴史を無料で学べる  
・徳川家康と武田信玄の戦いにまつわるエピソードを体感  
・地域の歴史や文化を10～15分で気軽に楽しめる  

こんな人におすすめ：  
・歴史が好きな人  
・旅の合間にちょっと立ち寄りたい人  
・徳川家康ゆかりの地巡りをしている人  

アクセスも良好で、すぐそばには「池田橋の跡」の石碑も。静岡の歴史に触れながら、旅の一息を楽しめるスポットです！",日本、〒438-0805 静岡県磐田市池田３００−３,3.7,29.0,"museum, point_of_interest, establishment",34.73698760000001,137.8132254,https://www.google.com/maps/place/?q=place_id:ChIJ__9mdjLhGmARdXUwvva_Hvk
大坂屋,"### 魅力ポイント✨  
・地元で愛される老舗菓子店  
・和菓子から洋菓子まで豊富なラインナップ  
・人気の「恵ロール」やフルーツサンドは絶品！  
・地域行事の時期には隣の屋台小屋のアートも楽しめる  

### こんな人におすすめ：  
・甘いものが好きな方  
・和菓子と洋菓子をどちらも楽しみたい方  
・地元ならではの味が気になる方  

### メモ：  
・駐車場は店舗横にあり、アクセスも便利！  
・冬休みなど季節限定のイベントも要チェック！  

静岡県磐田市にある「大坂屋」は、丁寧に作られたお菓子と温かい接客が魅力の菓子店。ロールケーキやフルーツサンドなど、ボリュームも味も満足なスイーツが揃っています。お祭りの時期にはアートも楽しめるので、ぜひ訪れてみてください！",日本、〒438-0111 静岡県磐田市上野部５６３−１３,4.5,30.0,"food, point_of_interest, store, establishment",34.8465857,137.8322732,https://www.google.com/maps/place/?q=place_id:ChIJ_yMUqGQeG2ARLLpmJ1vwqG0
レブール,"✨魅力ポイント✨  
・ジブリ風の隠れ家カフェ  
・選べる日替わりランチやヘルシーなサラダランチが人気  
・地元野菜や本格的な味わいの洋食が楽しめる  
・自家製バスクチーズケーキなどスイーツも充実  

🌟こんな人におすすめ🌟  
・おしゃれで落ち着いた空間でゆっくり過ごしたい  
・ボリューム満点のランチやデザートを堪能したい  

🚗アクセスのコツ🚗  
「やよい軒」東側奥の青い屋根が目印！予約がおすすめです。",日本、〒438-0047 静岡県磐田市豊島３１３−２,4.2,156.0,"cafe, restaurant, food, point_of_interest, establishment",34.7020389,137.8504639,https://www.google.com/maps/place/?q=place_id:ChIJa2Ls_trlGmARg0ZzT4lPVU0
肴めし 寿毘,"魅力ポイント✨  
・地元ならではの新鮮な魚介を使った絶品料理  
・刺身や焼き物、煮物など種類豊富で見た目も美しい  
・落ち着いた和の雰囲気で一人でもグループでも利用しやすい  

こんな人におすすめ：  
・静岡の海の幸を堪能したい  
・特別な日やちょっと贅沢なランチを楽しみたい  

留意点：  
・喫煙席と禁煙席が分かれていて安心",日本、〒438-0088 静岡県磐田市富士見台１−６,4.6,19.0,"restaurant, food, point_of_interest, establishment",34.7253909,137.8693519,https://www.google.com/maps/place/?q=place_id:ChIJaQE-IGDlGmAR5FRsKYgZhxM
どんぐり,"魅力ポイント✨  
・肉厚ジューシーな煮込みハンバーグが大人気！デミグラスソースとの相性抜群  
・ボリューム満点のランチ＆モーニングセットが充実  
・和洋折衷のユニークな食器とレトロな雰囲気が魅力  

こんな人におすすめ：  
・美味しいハンバーグが好きな方  
・ボリューム満点の食事を楽しみたい方  
・レトロな空間でゆっくり過ごしたい方  

国道沿いの隠れ家「どんぐり」。ハンバーグ総選挙2位の実力派ハンバーグをはじめ、朝から大満足のモーニングや、コスパ抜群のランチが楽しめます。駐車場も完備されているので、ぜひ訪れてみてください！",日本、〒438-0212 静岡県磐田市海老島６８５−５,4.0,198.0,"cafe, store, restaurant, food, point_of_interest, establishment",34.6753586,137.824792,https://www.google.com/maps/place/?q=place_id:ChIJaTGtiBfmGmARAcR9UzRRbgc
偕楽亭 庵,"魅力ポイント✨  
・日替わりランチが絶品でコスパ抜群！  
・フライはサクサク＆お肉はジューシーで大満足  
・落ち着いた雰囲気で、心地よい接客サービス  

こんな人におすすめ：  
・美味しいランチをお手頃価格で楽しみたい  
・ゆったりとした空間で癒されたい  
・静岡観光の途中でおしゃれなカフェタイムを過ごしたい  

静岡県磐田市にある「偕楽亭 庵」は、地元でも評判のランチスポット。日替わりメニューで新しい味に出会える楽しさが魅力です。料理のクオリティはもちろん、温かい接客が心を満たしてくれる素敵な場所です。",日本、〒438-0012 静岡県磐田市向笠新屋３８３,4.7,3.0,"restaurant, food, point_of_interest, establishment",34.7710346,137.8844291,https://www.google.com/maps/place/?q=place_id:ChIJaXzCGxLjGmARzXIkOOttQ0Y
エクセルシオール カフェ ららぽーと磐田店,"魅力ポイント✨  
・本屋「谷島屋」と隣接した落ち着いたカフェ  
・コーヒーがリーズナブルで美味しい  
・軽食やデザートが充実！ハニーレモンレアチーズケーキやアップルパイが絶品  

こんな人におすすめ：  
・買い物途中や観光の合間に一休みしたい方  
・美味しいスイーツを楽しみながら本を読みたい方  

ららぽーと磐田内にあるエクセルシオール カフェは、静かな空間でリラックスできる穴場スポットです！",日本、〒438-0801 静岡県磐田市高見丘１２００ ららぽーと磐田 １Ｆ,3.7,92.0,"cafe, store, food, point_of_interest, establishment",34.7503032,137.843209,https://www.google.com/maps/place/?q=place_id:ChIJadzq41XhGmARBwo_S5D30Xc
ゴディバ ららぽーと磐田,"魅力ポイント✨  
・贅沢なチョコレートスムージー「ショコリキサー」が人気！  
・季節限定のフレーバーやカスタマイズが楽しめる  
・上質なチョコレートスイーツと丁寧な接客  

こんな人におすすめ：  
・本格的なチョコレートドリンクを味わいたい  
・ちょっとリッチなカフェタイムを過ごしたい  

ららぽーと磐田1階にあるゴディバは、上質なチョコレートを使ったドリンクやスイーツが楽しめるお店。濃厚なショコリキサーや、季節限定の特別フレーバーは観光の合間の休憩にもぴったり！清潔感のある店内と親切な接客で、特別なひとときをお楽しみください。",日本、〒438-0801 静岡県磐田市高見丘１２００ 1F,4.0,111.0,"food, point_of_interest, store, establishment",34.7506726,137.8417236,https://www.google.com/maps/place/?q=place_id:ChIJadzq41XhGmARKBHUDA80l20
珈琲館 ららぽーと磐田店,"**珈琲館 ららぽーと磐田店**  
魅力ポイント✨  
・絶品の厚焼きタマゴサンドやふわふわのホットケーキが人気！  
・炭火珈琲や蔭干し珈琲など、本格的なコーヒーが味わえる  
・ホットケーキ注文で次回使える無料券がもらえるお得感♪  

こんな人におすすめ：  
・美味しいコーヒーとスイーツでのんびりしたい人  
・ららぽーとのショッピング途中で一息つきたい観光客や若者  

店内は落ち着いた雰囲気で、店員さんの対応も丁寧。静岡旅行の際に立ち寄るカフェとしてピッタリです！",日本、〒438-0801 静岡県磐田市高見丘１２００ ららぽーと磐田2 階2310,4.0,53.0,"cafe, bakery, meal_takeaway, store, restaurant, food, point_of_interest, establishment",34.7506684,137.8424028,https://www.google.com/maps/place/?q=place_id:ChIJadzq41XhGmARSyGNCIt_DVY
タリーズコーヒー ららぽーと磐田店,"### 魅力ポイント✨  
・ららぽーと磐田内で買い物の合間にひと息つけるカフェ  
・季節限定ドリンクやスイーツが豊富で、どれも美味しい！  
・軽めの食事にぴったりなアボカドホットドッグやサンドイッチもおすすめ  
・Wi-Fi完備で快適に過ごせる空間  

### こんな人におすすめ：  
・買い物中にちょっと休憩したい人  
・甘すぎないドリンクや軽食を楽しみたい人  
・静かに仕事や読書をしたい観光客や地元の方  

買い物帰りや観光の合間に、ほっと一息つける場所としてぜひ訪れてみてください♪",日本、〒438-0801 静岡県磐田市高見丘１２００ ららぽｰと磐田 1F,3.7,286.0,"cafe, store, food, point_of_interest, establishment",34.750421,137.840761,https://www.google.com/maps/place/?q=place_id:ChIJadzq41XhGmARTkjbCDnC1V4
玉華堂 ららぽーと磐田店,"魅力ポイント✨  
・種類豊富なスイーツが勢ぞろい！プリンやロールケーキなど手土産にぴったり  
・名物「かりんっとみそまん」は日が経ってもカリカリ食感が楽しめる  
・細やかな接客で、袋やドライアイスなどのサービスも◎  

こんな人におすすめ：  
・おいしい和菓子やスイーツを探している方  
・ららぽーと磐田でショッピングのついでに甘いものが欲しい方  

玉華堂ららぽーと磐田店は、観光客にもぜひ訪れてほしい地元の名店です！",日本、〒438-0801 静岡県磐田市高見丘１２００,3.8,29.0,"food, point_of_interest, store, establishment",34.7501351,137.8410057,https://www.google.com/maps/place/?q=place_id:ChIJadzq41XhGmARUFyIB-Pow7I
お茶の実の雪うさぎ工房 ららぽーと磐田店,"魅力ポイント✨  
・抹茶たっぷりのケーキやチーズケーキなど絶品スイーツが豊富  
・甘すぎないモンブランやラズベリー×ショコラタルトなど多彩なラインナップ  
・かわいいお菓子で手土産にもぴったり  

こんな人におすすめ：  
・お茶の香りを楽しみたいスイーツ好き  
・手土産や自分へのご褒美を探している方  
・磐田観光の途中で立ち寄りたいおしゃれなお店  

テレビでも紹介された話題のスイーツ店で、見た目も味も満足できる一品をぜひお試しください！",日本、〒438-0801 静岡県磐田市高見丘１２００ ららぽーと磐田 １階,3.6,9.0,"bakery, store, food, point_of_interest, establishment",34.7502276,137.8409834,https://www.google.com/maps/place/?q=place_id:ChIJadzq41XhGmARl_1ZWC6fhtI
La Dolce SPARA,"魅力ポイント✨  
・ターコイズブルーが映えるオシャレな店内  
・サクサク生地が絶品のクレープ  
・バリエーション豊富！スイーツ系から食事系、ビーガン対応まで  

こんな人におすすめ：  
・インスタ映えするスポットを探している  
・家族や友人と楽しいひとときを過ごしたい  
・季節限定メニューや変わり種が好き  

緑豊かなテラス席が自慢の「La Dolce SPARA」は、磐田市BARN VILLAGEにある人気のクレープ屋さん。甘いスイーツ系からサーモンアボカドなどお食事系まで充実！こだわりの生地と素材で、特別なひとときを楽しめます。レモンティーも絶品！",日本、〒438-0071 静岡県磐田市今之浦２丁目8番地15,3.9,35.0,"cafe, store, restaurant, food, point_of_interest, establishment",34.71766,137.8623125,https://www.google.com/maps/place/?q=place_id:ChIJb6V60e_lGmARLTkQ_w1hVRc
福や,"✨魅力ポイント✨  
・磐田市長賞受賞の「えび芋団子」は10月〜3月限定！味噌ダレとカラシが絶妙でユニークな逸品  
・駄菓子や洋菓子も充実！子供から大人まで楽しめるお店  
・ブルーベリーレアチーズや日本酒ケーキなど、スイーツ好きにはたまらないラインナップ  

🎯こんな人におすすめ🎯  
・磐田ならではのご当地グルメを味わいたい  
・懐かしい駄菓子やユニークな洋菓子が好き  
・家族で楽しいひとときを過ごしたい  

📝留意点📝  
・ナビを使って訪問するのがおすすめ  
・えび芋団子は期間限定なので要チェック！",日本、〒438-0115 静岡県磐田市上神増１２３９−４,3.9,13.0,"bakery, food, point_of_interest, store, establishment",34.8212842,137.8379863,https://www.google.com/maps/place/?q=place_id:ChIJbVaRRQEeG2ARY5C4SzNofgg
スターバックス コーヒー 磐田見付店,"✨魅力ポイント✨  
・東名高速磐田インターからアクセス抜群  
・珍しい2階建ての広々とした店舗  
・店員さんの温かい接客が魅力的  

こんな人におすすめ：  
・観光の途中でひと息つきたい人  
・眺めの良い席でゆっくり過ごしたい人  
・スタバ初心者でも安心、親切なスタッフがメニュー選びをサポート  

磐田市にある「スターバックス コーヒー 磐田見付店」は、広い駐車場完備で車でも安心。2階席からの眺めが良く、ゆったりした時間を過ごせます。スタッフの対応も評判で、観光の休憩スポットとしておすすめです！",日本、〒438-0086 静岡県磐田市見付６０３９−２,4.1,744.0,"cafe, store, food, point_of_interest, establishment",34.7360012,137.8583221,https://www.google.com/maps/place/?q=place_id:ChIJcQfDwRXkGmAR7QeSQ-oSp8E
お茶のかねまつ 角打ち茶屋,"### 魅力ポイント✨  
・築100年以上の古民家リノベーションカフェで風情ある空間  
・自家製抹茶を使った濃厚スイーツ（いちご抹茶パフェや抹茶金時モンブランかき氷）  
・美味しいお茶と甘さ控えめスイーツの絶妙なバランス  

### こんな人におすすめ：  
・和スイーツが好きな方  
・静かな場所でゆったり過ごしたい観光客  
・磐田の歴史やお茶文化に触れたい方  

磐田市の旧東海道沿いに佇む「お茶のかねまつ 角打ち茶屋」は、自家製茶を使ったスイーツが楽しめる古民家カフェ。窓際の席から眺める美しい庭とともに、和の至福を感じてみてください♪",日本、〒438-0016 静岡県磐田市岩井２０４３,4.5,98.0,"cafe, food, point_of_interest, establishment",34.7324407,137.8752064,https://www.google.com/maps/place/?q=place_id:ChIJc_3lj1DkGmAR7P62orj1Mjw
とん汁桝形,"✨魅力ポイント✨  
・名物「豚汁」は具沢山＆こってりでご飯が進む味！  
・ショーケースから選べる地元食材たっぷりのおかずが豊富！  
・新鮮なマグロや生しらすなど、磐田ならではの海の幸も楽しめる！  

こんな人におすすめ：  
・旅の途中で地元の味を堪能したい人  
・ボリューム満点のランチを楽しみたい人  

磐田市で人気の「とん汁桝形」は、テレビでも紹介される話題のお店！セルフスタイルで自分好みの食事をカスタマイズできるのが魅力。豚汁とお刺身などのおかずが絶妙にマッチ！観光の合間に地元の美味しさを味わいたい方におすすめです。",日本、〒438-0838 静岡県磐田市小立野３３０,4.3,954.0,"restaurant, food, point_of_interest, establishment",34.7263852,137.8157589,https://www.google.com/maps/place/?q=place_id:ChIJd5Q7eM_mGmARxbbU28czBUY
